[561, 538, 433, 370, 126, 764, 381, 669, 551, 970, 156, 25, 469, 866, 116, 313, 569, 33, 804, 615, 66, 646, 908, 916, 785, 765, 680, 300, 873, 433]
[36, 22, 8, 0, 50, 28, 30, 90, 7, 29, 37, 34, 55, 17, 41, 91, 11, 80, 62, 94, 22, 71, 61, 21, 64, 8, 57, 2, 8, 4]
[722, 621, 322, 537, 44, 932, 382, 106, 187, 494, 100, 608, 749, 936, 22, 518, 58, 223, 542, 317, 148, 837, 810, 894, 365, 100, 468, 337, 762, 874]
[60, 80, 63, 1, 47, 33, 53, 32, 72, 55, 0, 29, 12, 14, 95, 6, 67, 4, 85, 27, 40, 10, 71, 77, 98, 16, 26, 71, 67, 37]
[629, 675, 465, 998, 407, 906, 819, 955, 835, 895, 701, 201, 626, 515, 781, 955, 759, 287, 680, 14, 405, 13, 238, 900, 471, 327, 238, 380, 329, 460]
[36, 50, 36, 35, 61, 46, 9, 18, 19, 51, 78, 16, 11, 16, 79, 76, 31, 94, 5, 21, 7, 14, 10, 51, 57, 69, 80, 19, 59, 11]
[917, 80, 884, 184, 742, 219, 654, 695, 90, 462, 823, 376, 555, 95, 791, 817, 386, 294, 683, 860, 32, 744, 855, 959, 117, 757, 422, 776, 332, 786]
[4, 74, 46, 16, 24, 73, 25, 75, 81, 17, 44, 43, 36, 20, 38, 19, 36, 88, 91, 37, 58, 65, 94, 13, 67, 56, 69, 77, 30, 97]
[143, 452, 194, 469, 546, 181, 414, 118, 268, 412, 743, 288, 636, 135, 695, 681, 320, 48, 838, 28, 124, 276, 463, 686, 813, 529, 495, 165, 863, 112]
[49, 29, 23, 4, 58, 36, 25, 96, 66, 8, 41, 90, 64, 1, 22, 4, 56, 56, 0, 58, 74, 44, 71, 36, 45, 84, 35, 47, 32, 22]
[285, 876, 696, 879, 65, 163, 883, 688, 523, 269, 710, 512, 232, 519, 282, 3, 762, 329, 336, 502, 146, 768, 609, 146, 697, 723, 385, 772, 390, 215]
[82, 97, 14, 39, 2, 86, 11, 65, 82, 21, 87, 34, 45, 77, 32, 19, 27, 61, 18, 81, 21, 38, 1, 56, 46, 29, 61, 96, 6, 4]
[115, 404, 180, 48, 485, 231, 877, 378, 313, 540, 675, 235, 197, 542, 847, 180, 258, 884, 210, 664, 457, 139, 484, 369, 635, 15, 431, 776, 623, 678]
[28, 78, 15, 42, 69, 14, 75, 56, 59, 76, 47, 89, 54, 25, 80, 28, 76, 32, 64, 54, 26, 1, 58, 94, 22, 57, 49, 33, 9, 67]
[267, 923, 179, 524, 428, 576, 756, 775, 663, 52, 106, 500, 7, 246, 383, 174, 477, 773, 676, 948, 928, 605, 776, 251, 847, 771, 515, 724, 972, 481]
[78, 4, 34, 27, 31, 92, 7, 38, 69, 49, 66, 55, 62, 10, 69, 46, 66, 89, 47, 24, 20, 29, 83, 29, 79, 52, 72, 26, 67, 73]
[623, 188, 723, 803, 956, 766, 566, 709, 608, 293, 307, 147, 948, 904, 841, 969, 568, 993, 778, 753, 275, 846, 745, 729, 778, 127, 685, 442, 291, 149]
[77, 48, 45, 86, 11, 27, 73, 66, 45, 64, 81, 20, 81, 91, 58, 85, 86, 75, 1, 74, 93, 59, 3, 40, 17, 63, 34, 73, 57, 53]
[967, 642, 346, 529, 448, 627, 554, 996, 864, 709, 535, 545, 76, 976, 214, 72, 653, 257, 273, 360, 864, 604, 407, 661, 159, 430, 23, 41, 819, 21]
[97, 49, 3, 19, 66, 91, 2, 85, 49, 35, 69, 68, 72, 3, 19, 72, 85, 43, 32, 96, 94, 99, 12, 8, 51, 56, 28, 30, 55, 81]
[328, 723, 604, 512, 434, 214, 852, 344, 382, 795, 25, 503, 729, 83, 30, 742, 43, 975, 5, 411, 264, 664, 535, 199, 184, 455, 411, 529, 920, 321]
[89, 46, 44, 14, 9, 80, 99, 69, 69, 39, 95, 68, 26, 3, 85, 59, 26, 63, 91, 99, 0, 95, 79, 18, 80, 84, 12, 30, 87, 26]
[507, 339, 718, 904, 270, 112, 60, 722, 881, 85, 288, 959, 766, 697, 85, 383, 268, 129, 930, 490, 385, 0, 992, 621, 608, 900, 962, 662, 452, 326]
[82, 19, 74, 88, 56, 99, 57, 61, 98, 90, 62, 88, 9, 55, 18, 90, 41, 36, 11, 58, 98, 7, 27, 40, 39, 81, 57, 67, 8, 75]
[756, 483, 575, 842, 493, 919, 910, 835, 373, 837, 76, 439, 190, 686, 640, 914, 365, 849, 970, 941, 768, 136, 0, 386, 365, 426, 95, 983, 763, 935]
[14, 96, 10, 40, 5, 88, 34, 50, 73, 45, 82, 56, 18, 91, 73, 59, 57, 72, 2, 12, 72, 61, 21, 24, 41, 47, 79, 64, 66, 5]
[592, 983, 625, 607, 786, 528, 328, 473, 439, 726, 817, 187, 276, 332, 437, 419, 56, 461, 173, 213, 233, 693, 197, 888, 361, 404, 195, 169, 831, 2]
[39, 25, 10, 63, 9, 13, 99, 67, 15, 4, 58, 95, 12, 59, 13, 34, 85, 35, 96, 61, 72, 63, 66, 52, 25, 8, 83, 97, 21, 84]
[826, 693, 861, 156, 178, 703, 405, 469, 636, 559, 45, 203, 389, 290, 861, 296, 650, 833, 871, 895, 752, 97, 348, 733, 359, 382, 764, 941, 107, 413]
[0, 80, 73, 37, 92, 57, 66, 84, 25, 60, 56, 3, 34, 29, 57, 80, 32, 73, 88, 3, 57, 79, 51, 99, 33, 56, 21, 83, 80, 80]
[800, 846, 316, 63, 83, 77, 919, 17, 853, 450, 460, 467, 76, 288, 678, 168, 577, 135, 158, 116, 392, 511, 354, 207, 83, 595, 228, 926, 517, 502]
[35, 32, 51, 85, 20, 12, 33, 91, 10, 90, 95, 57, 20, 87, 42, 74, 55, 44, 24, 93, 30, 19, 15, 55, 6, 24, 98, 28, 56, 72]
[330, 581, 499, 731, 346, 402, 989, 480, 756, 16, 545, 611, 21, 369, 648, 879, 616, 397, 480, 828, 437, 541, 292, 588, 751, 183, 240, 220, 754, 79]
[86, 27, 13, 79, 79, 34, 55, 97, 22, 68, 10, 34, 0, 16, 61, 61, 86, 45, 88, 42, 89, 86, 0, 92, 49, 38, 30, 4, 4, 1]
[731, 376, 475, 448, 576, 627, 171, 453, 969, 68, 868, 82, 65, 412, 778, 603, 976, 661, 34, 497, 606, 305, 818, 253, 168, 185, 211, 806, 624, 98]
[84, 54, 21, 94, 22, 99, 61, 89, 5, 70, 95, 36, 77, 61, 58, 22, 12, 78, 50, 81, 43, 79, 54, 49, 63, 41, 33, 44, 74, 13]
[711, 507, 206, 837, 488, 117, 203, 540, 127, 130, 423, 469, 279, 276, 611, 761, 259, 374, 261, 579, 742, 996, 108, 9, 428, 716, 762, 461, 281, 715]
[95, 9, 0, 75, 16, 69, 29, 20, 67, 47, 63, 42, 31, 82, 56, 60, 4, 8, 19, 52, 3, 88, 9, 30, 60, 80, 2, 76, 47, 22]
[337, 213, 66, 361, 631, 571, 210, 598, 783, 280, 261, 301, 803, 545, 640, 478, 79, 976, 354, 455, 501, 786, 660, 383, 236, 808, 229, 911, 777, 123]
[74, 2, 18, 93, 48, 35, 87, 36, 10, 69, 30, 93, 94, 62, 65, 36, 39, 41, 50, 7, 41, 65, 49, 41, 57, 74, 43, 89, 11, 53]
[867, 58, 854, 580, 94, 468, 623, 659, 109, 877, 628, 341, 380, 438, 616, 43, 572, 444, 169, 747, 116, 600, 177, 793, 854, 27, 186, 251, 760, 372]
[10, 3, 29, 51, 9, 97, 27, 27, 78, 80, 82, 29, 71, 55, 4, 82, 17, 49, 4, 58, 58, 76, 77, 32, 88, 82, 41, 63, 34, 18]
[315, 291, 648, 696, 141, 184, 81, 618, 882, 754, 786, 67, 358, 401, 478, 851, 826, 63, 510, 183, 370, 454, 138, 959, 982, 70, 799, 926, 38, 375]
[81, 6, 66, 54, 79, 46, 62, 22, 1, 82, 56, 7, 56, 53, 95, 23, 0, 64, 3, 44, 20, 94, 12, 39, 45, 31, 15, 22, 25, 96]
[624, 111, 312, 171, 139, 153, 124, 229, 474, 183, 826, 203, 92, 321, 786, 9, 687, 719, 82, 754, 748, 354, 477, 749, 146, 662, 354, 63, 416, 417]
[19, 57, 97, 76, 74, 58, 36, 13, 69, 3, 16, 54, 8, 31, 24, 76, 27, 74, 81, 30, 80, 50, 95, 26, 59, 15, 7, 83, 59, 65]
[248, 133, 38, 275, 976, 727, 546, 977, 663, 722, 644, 117, 50, 296, 514, 498, 203, 324, 329, 234, 244, 32, 287, 761, 234, 212, 712, 257, 267, 518]
[81, 15, 89, 12, 80, 18, 70, 23, 96, 63, 84, 93, 26, 98, 88, 36, 67, 87, 99, 40, 12, 4, 85, 82, 94, 64, 55, 21, 33, 32]
[135, 984, 926, 114, 27, 333, 936, 795, 721, 255, 514, 731, 901, 941, 742, 301, 759, 750, 229, 44, 973, 918, 868, 827, 368, 236, 209, 411, 237, 409]
[30, 88, 68, 35, 9, 2, 48, 13, 53, 48, 66, 56, 47, 88, 73, 52, 7, 69, 8, 3, 59, 63, 88, 56, 44, 14, 45, 75, 69, 39]
[796, 151, 683, 528, 316, 838, 383, 508, 318, 587, 560, 438, 844, 540, 21, 539, 213, 104, 776, 189, 289, 95, 748, 542, 662, 542, 332, 55, 318, 420]
[0, 20, 89, 82, 8, 59, 91, 81, 25, 21, 2, 6, 19, 58, 9, 8, 77, 31, 9, 73, 3, 47, 34, 15, 39, 26, 14, 64, 58, 22]
[387, 731, 601, 126, 56, 819, 61, 622, 84, 681, 902, 416, 965, 659, 436, 704, 685, 68, 529, 138, 320, 860, 241, 726, 684, 791, 87, 662, 886, 353]
[45, 59, 63, 58, 1, 88, 68, 14, 89, 61, 59, 81, 9, 63, 12, 31, 70, 69, 83, 57, 89, 23, 15, 61, 11, 49, 99, 38, 98, 94]
[654, 370, 794, 516, 378, 631, 785, 981, 953, 29, 988, 487, 665, 411, 910, 885, 0, 136, 952, 305, 457, 687, 492, 597, 687, 694, 599, 217, 246, 236]
[55, 77, 84, 84, 34, 76, 33, 84, 83, 32, 76, 58, 32, 9, 68, 50, 69, 39, 71, 55, 94, 62, 5, 88, 12, 79, 9, 10, 56, 12]
[988, 653, 42, 642, 958, 740, 930, 706, 585, 775, 386, 113, 789, 85, 591, 556, 781, 947, 466, 865, 24, 847, 820, 324, 557, 614, 252, 643, 422, 951]
[79, 20, 83, 6, 62, 94, 47, 37, 19, 38, 13, 64, 49, 39, 54, 43, 13, 37, 37, 10, 20, 30, 19, 0, 46, 44, 77, 76, 71, 6]
[559, 904, 262, 201, 418, 8, 789, 767, 13, 652, 661, 828, 283, 721, 291, 438, 359, 15, 650, 88, 722, 139, 869, 380, 89, 412, 286, 746, 374, 261]
[46, 29, 54, 39, 21, 37, 78, 87, 74, 78, 26, 2, 79, 0, 81, 53, 88, 47, 56, 79, 26, 64, 29, 75, 13, 52, 13, 45, 92, 32]
[258, 510, 954, 496, 661, 68, 141, 914, 614, 384, 881, 237, 162, 351, 429, 797, 550, 351, 874, 187, 802, 850, 837, 172, 395, 911, 421, 816, 43, 19]
[72, 93, 83, 8, 8, 56, 80, 83, 84, 69, 23, 7, 41, 12, 99, 61, 18, 74, 63, 29, 15, 28, 84, 9, 77, 87, 44, 0, 63, 5]
[146, 24, 887, 99, 486, 156, 722, 14, 117, 657, 517, 808, 738, 721, 843, 458, 4, 172, 694, 496, 259, 726, 36, 183, 118, 555, 888, 249, 39, 518]
[70, 63, 79, 18, 12, 89, 63, 14, 54, 42, 92, 49, 67, 31, 88, 24, 75, 53, 25, 3, 83, 40, 2, 5, 49, 75, 16, 23, 16, 82]
[4, 249, 133, 688, 304, 864, 927, 491, 263, 968, 612, 420, 623, 619, 660, 133, 795, 1, 473, 236, 909, 73, 396, 699, 275, 53, 235, 738, 77, 533]
[94, 41, 91, 74, 93, 57, 38, 12, 73, 87, 84, 25, 42, 35, 53, 9, 9, 27, 48, 10, 29, 40, 85, 40, 76, 56, 77, 47, 69, 49]
[304, 32, 388, 714, 86, 226, 373, 692, 194, 170, 518, 225, 173, 145, 372, 507, 393, 879, 805, 440, 489, 587, 100, 101, 263, 491, 686, 334, 68, 673]
[53, 38, 53, 97, 21, 53, 84, 51, 73, 59, 5, 27, 90, 70, 16, 95, 0, 37, 35, 48, 29, 11, 55, 45, 11, 32, 72, 75, 5, 53]
[569, 858, 960, 313, 971, 573, 897, 823, 985, 985, 842, 891, 751, 971, 383, 724, 668, 57, 332, 839, 110, 912, 700, 365, 230, 877, 609, 71, 118, 977]
[9, 63, 8, 57, 65, 72, 62, 33, 27, 93, 75, 4, 38, 80, 82, 6, 48, 66, 89, 22, 28, 21, 7, 3, 32, 83, 12, 95, 38, 0]
[618, 147, 943, 52, 542, 966, 382, 341, 689, 649, 659, 759, 141, 814, 584, 975, 753, 212, 511, 380, 66, 659, 903, 353, 547, 425, 315, 276, 208, 663]
[1, 85, 4, 84, 26, 9, 97, 3, 94, 49, 53, 69, 96, 36, 16, 76, 68, 29, 95, 12, 24, 36, 60, 44, 90, 90, 38, 89, 34, 38]
[971, 944, 924, 824, 115, 388, 841, 491, 41, 61, 702, 27, 377, 787, 136, 975, 572, 586, 575, 351, 562, 808, 394, 709, 174, 107, 306, 12, 118, 955]
[35, 61, 36, 1, 15, 61, 48, 51, 69, 13, 50, 53, 56, 75, 67, 4, 80, 67, 40, 79, 61, 12, 8, 41, 49, 71, 20, 25, 81, 35]
[923, 907, 177, 381, 357, 459, 246, 853, 417, 699, 222, 297, 293, 321, 585, 274, 553, 59, 505, 899, 897, 851, 78, 440, 812, 326, 104, 371, 484, 429]
[50, 3, 91, 58, 81, 67, 46, 39, 54, 21, 50, 68, 67, 67, 54, 35, 86, 37, 69, 9, 71, 73, 34, 92, 9, 19, 16, 68, 11, 55]
[358, 39, 68, 926, 797, 55, 36, 729, 946, 361, 825, 456, 896, 752, 635, 222, 662, 966, 549, 924, 773, 780, 655, 783, 8, 36, 918, 341, 521, 199]
[40, 94, 66, 67, 49, 69, 36, 40, 96, 1, 43, 77, 80, 21, 37, 35, 39, 56, 87, 68, 19, 45, 92, 39, 20, 6, 30, 14, 21, 54]
[109, 954, 548, 549, 553, 256, 279, 488, 417, 108, 57, 369, 192, 5, 400, 899, 711, 799, 532, 518, 894, 742, 677, 743, 239, 903, 602, 541, 615, 278]
[50, 3, 34, 9, 27, 40, 80, 89, 91, 74, 48, 11, 78, 7, 10, 51, 59, 35, 61, 71, 8, 79, 67, 79, 62, 19, 72, 86, 92, 69]
[349, 50, 498, 512, 32, 280, 900, 935, 54, 878, 581, 222, 337, 702, 591, 65, 761, 848, 815, 751, 593, 813, 593, 23, 530, 508, 76, 716, 440, 866]
[13, 86, 55, 95, 91, 19, 95, 24, 13, 87, 53, 79, 4, 5, 64, 79, 36, 56, 38, 82, 91, 54, 27, 25, 46, 4, 69, 15, 33, 86]
[948, 482, 483, 388, 226, 559, 462, 525, 750, 785, 829, 372, 609, 180, 604, 162, 338, 209, 6, 928, 897, 167, 365, 951, 888, 158, 480, 62, 200, 369]
[7, 58, 29, 2, 28, 83, 67, 48, 27, 61, 49, 11, 89, 80, 13, 79, 41, 62, 78, 82, 75, 84, 99, 78, 23, 74, 4, 84, 22, 73]
[510, 41, 164, 152, 652, 130, 242, 686, 194, 52, 76, 95, 25, 204, 146, 140, 872, 631, 284, 941, 498, 767, 504, 660, 628, 518, 494, 188, 753, 487]
[35, 94, 37, 16, 11, 94, 39, 88, 85, 73, 5, 44, 52, 69, 92, 56, 98, 19, 53, 98, 10, 59, 25, 66, 58, 63, 70, 20, 11, 57]
[488, 938, 146, 423, 99, 808, 33, 695, 257, 387, 811, 764, 553, 660, 967, 941, 637, 924, 396, 19, 648, 635, 74, 616, 890, 634, 268, 68, 564, 173]
[42, 93, 16, 98, 43, 8, 48, 82, 58, 40, 17, 45, 19, 7, 47, 98, 99, 89, 79, 58, 47, 89, 50, 54, 32, 51, 26, 53, 36, 65]
[338, 916, 543, 412, 538, 549, 903, 253, 981, 780, 238, 180, 437, 807, 708, 732, 445, 814, 714, 570, 48, 85, 947, 128, 91, 476, 315, 893, 146, 701]
[43, 86, 3, 60, 5, 37, 31, 76, 88, 48, 77, 10, 10, 76, 35, 81, 85, 58, 26, 64, 3, 99, 86, 54, 45, 94, 83, 74, 59, 71]
[575, 528, 947, 891, 257, 761, 148, 607, 668, 882, 206, 996, 139, 785, 97, 56, 239, 953, 757, 840, 189, 158, 340, 104, 151, 48, 366, 479, 75, 887]
[40, 76, 17, 8, 98, 21, 32, 78, 75, 16, 59, 18, 16, 11, 79, 41, 54, 11, 0, 31, 3, 96, 22, 17, 45, 40, 66, 83, 85, 58]
[548, 642, 760, 333, 633, 715, 680, 504, 391, 488, 535, 994, 623, 387, 27, 266, 990, 664, 294, 87, 713, 477, 938, 472, 93, 162, 224, 913, 614, 771]
[15, 13, 47, 12, 89, 7, 58, 80, 55, 62, 23, 91, 5, 23, 43, 82, 0, 20, 30, 45, 17, 86, 45, 47, 35, 21, 80, 6, 30, 39]
[753, 188, 508, 835, 971, 70, 221, 798, 490, 64, 113, 212, 189, 966, 285, 165, 766, 569, 939, 121, 420, 86, 796, 332, 123, 815, 32, 859, 180, 949]
[70, 61, 80, 68, 62, 91, 78, 12, 39, 81, 23, 7, 71, 18, 70, 42, 91, 69, 4, 91, 58, 79, 39, 77, 93, 67, 85, 5, 32, 37]
[483, 507, 298, 699, 74, 844, 360, 348, 811, 25, 235, 934, 237, 534, 701, 752, 669, 789, 437, 301, 517, 483, 638, 791, 496, 371, 272, 728, 511, 568]
[41, 12, 69, 68, 40, 15, 58, 33, 16, 52, 67, 79, 24, 93, 10, 80, 33, 41, 22, 98, 16, 6, 21, 70, 47, 70, 54, 19, 82, 50]
[662, 954, 718, 538, 837, 592, 383, 247, 118, 949, 456, 585, 617, 578, 551, 178, 872, 820, 411, 428, 520, 655, 60, 909, 398, 502, 639, 685, 516, 623]
[73, 38, 16, 79, 70, 79, 14, 43, 18, 88, 51, 28, 92, 95, 15, 95, 37, 4, 86, 58, 62, 38, 95, 74, 28, 97, 18, 37, 53, 32]
[169, 304, 203, 569, 428, 864, 767, 13, 369, 620, 148, 466, 121, 663, 0, 445, 229, 816, 631, 187, 813, 923, 564, 819, 738, 579, 691, 538, 876, 897]
[56, 12, 61, 39, 47, 19, 55, 20, 45, 25, 48, 45, 9, 63, 21, 77, 62, 19, 11, 81, 60, 95, 65, 55, 35, 34, 70, 82, 37, 26]
[626, 877, 864, 296, 410, 846, 129, 693, 791, 674, 624, 762, 604, 559, 428, 719, 789, 373, 369, 707, 258, 192, 296, 327, 353, 792, 187, 524, 24, 800]
[88, 57, 30, 49, 77, 87, 60, 43, 2, 35, 34, 30, 84, 73, 6, 5, 70, 58, 90, 26, 46, 8, 69, 55, 51, 41, 27, 0, 74, 43]
[637, 557, 582, 582, 846, 554, 273, 399, 105, 103, 8, 832, 283, 953, 30, 221, 514, 659, 609, 697, 310, 156, 163, 457, 796, 207, 379, 538, 226, 976]
[31, 92, 65, 67, 12, 13, 82, 88, 59, 85, 36, 78, 65, 75, 32, 92, 54, 87, 32, 37, 31, 82, 72, 52, 65, 16, 67, 45, 16, 54]
[896, 764, 878, 220, 231, 736, 626, 255, 477, 485, 276, 29, 802, 687, 825, 597, 707, 807, 359, 488, 460, 173, 700, 728, 393, 242, 244, 276, 963, 561]
[77, 23, 85, 55, 80, 89, 11, 81, 4, 73, 10, 76, 64, 54, 79, 3, 70, 88, 19, 62, 17, 51, 48, 30, 49, 40, 97, 36, 20, 82]
[439, 152, 744, 6, 515, 29, 694, 203, 584, 957, 526, 657, 96, 537, 748, 689, 119, 955, 479, 587, 376, 140, 869, 400, 971, 417, 426, 317, 575, 302]
[78, 32, 85, 58, 23, 19, 76, 43, 39, 35, 22, 92, 28, 44, 41, 96, 1, 77, 26, 77, 55, 22, 70, 10, 88, 90, 52, 67, 76, 74]
[342, 916, 714, 533, 972, 501, 817, 219, 157, 818, 19, 80, 439, 326, 643, 552, 114, 384, 585, 430, 6, 223, 701, 383, 966, 848, 348, 714, 903, 592]
[86, 66, 78, 51, 91, 14, 46, 73, 0, 43, 58, 98, 33, 76, 94, 18, 80, 17, 74, 59, 67, 81, 98, 98, 30, 9, 35, 96, 91, 24]
[449, 510, 881, 934, 508, 811, 218, 914, 974, 195, 33, 886, 159, 422, 668, 68, 892, 813, 426, 911, 234, 837, 738, 589, 952, 176, 652, 626, 876, 979]
[77, 76, 50, 48, 15, 64, 55, 43, 12, 88, 74, 64, 38, 38, 66, 16, 78, 33, 6, 44, 14, 22, 10, 73, 55, 81, 29, 81, 74, 28]
[318, 894, 34, 623, 377, 750, 566, 857, 578, 697, 229, 181, 117, 328, 258, 931, 129, 524, 232, 638, 928, 112, 141, 729, 70, 66, 776, 200, 862, 386]
[96, 4, 21, 20, 4, 47, 20, 53, 93, 45, 96, 81, 79, 75, 6, 36, 8, 67, 3, 7, 26, 71, 75, 7, 75, 61, 55, 92, 92, 28]
[381, 795, 593, 223, 848, 903, 748, 220, 167, 948, 816, 815, 596, 738, 692, 985, 186, 519, 634, 968, 71, 544, 423, 428, 697, 737, 417, 865, 145, 104]
[88, 30, 24, 74, 11, 55, 50, 92, 56, 63, 91, 1, 48, 33, 84, 74, 67, 10, 11, 47, 5, 62, 76, 2, 85, 52, 75, 79, 90, 93]
[884, 717, 164, 432, 990, 94, 946, 36, 3, 227, 815, 475, 288, 757, 494, 605, 724, 126, 833, 819, 959, 850, 871, 602, 519, 143, 605, 790, 491, 414]
[96, 7, 62, 65, 1, 38, 50, 87, 47, 63, 33, 72, 65, 90, 26, 56, 35, 97, 13, 1, 6, 84, 83, 90, 58, 53, 15, 37, 99, 59]
