[975, 197, 462, 764, 935, 174, 565, 863, 334, 302, 530, 920, 62, 1, 910]
[25, 42, 87, 97, 65, 25, 6, 73, 86, 50, 30, 12, 68, 26, 79]
[721, 928, 875, 305, 413, 643, 364, 553, 250, 477, 725, 557, 783, 802, 78]
[41, 2, 89, 29, 7, 21, 39, 68, 98, 41, 77, 96, 56, 73, 34]
[689, 32, 59, 224, 973, 396, 839, 652, 66, 297, 566, 480, 846, 978, 171]
[1, 46, 49, 65, 44, 29, 94, 82, 33, 41, 80, 89, 14, 99, 37]
[292, 375, 33, 142, 942, 488, 699, 146, 655, 293, 756, 554, 716, 813, 645]
[39, 40, 64, 94, 59, 58, 61, 97, 35, 86, 47, 27, 5, 88, 31]
[537, 100, 245, 850, 910, 541, 845, 143, 559, 424, 400, 479, 303, 327, 699]
[46, 60, 80, 83, 60, 32, 68, 48, 12, 92, 73, 46, 59, 58, 25]
[140, 457, 534, 940, 308, 762, 484, 887, 719, 650, 646, 215, 853, 253, 172]
[4, 94, 98, 26, 22, 9, 42, 67, 98, 40, 72, 76, 35, 30, 97]
[522, 241, 906, 247, 662, 670, 691, 18, 787, 829, 106, 877, 408, 250, 396]
[30, 98, 24, 72, 87, 2, 27, 84, 6, 35, 39, 72, 61, 8, 41]
[456, 972, 491, 136, 598, 590, 604, 882, 330, 203, 106, 364, 742, 97, 949]
[82, 32, 36, 40, 92, 13, 32, 98, 44, 50, 33, 4, 84, 83, 7]
[503, 879, 935, 310, 75, 221, 594, 441, 697, 849, 213, 592, 804, 537, 779]
[25, 34, 16, 81, 74, 89, 20, 66, 31, 28, 8, 54, 95, 1, 96]
[76, 659, 609, 381, 947, 390, 870, 939, 623, 140, 906, 22, 571, 838, 625]
[70, 96, 2, 5, 27, 43, 56, 39, 60, 23, 18, 65, 25, 68, 72]
[323, 553, 397, 255, 920, 216, 715, 298, 911, 832, 163, 441, 559, 638, 766]
[63, 65, 74, 84, 90, 63, 19, 22, 57, 39, 58, 7, 92, 19, 56]
[904, 990, 546, 851, 531, 692, 395, 859, 560, 355, 59, 310, 318, 663, 147]
[33, 15, 56, 95, 49, 64, 41, 82, 17, 57, 54, 38, 47, 66, 16]
[236, 831, 474, 826, 678, 273, 513, 924, 265, 822, 741, 465, 742, 182, 773]
[88, 86, 17, 14, 7, 59, 30, 79, 16, 17, 88, 12, 38, 19, 54]
[293, 432, 81, 583, 501, 979, 214, 961, 526, 160, 622, 439, 802, 321, 24]
[82, 36, 30, 22, 46, 0, 30, 4, 12, 99, 85, 79, 43, 77, 10]
[451, 235, 528, 562, 724, 273, 58, 107, 731, 424, 854, 884, 518, 170, 301]
[86, 36, 24, 82, 89, 56, 36, 53, 30, 27, 52, 57, 67, 35, 61]
[121, 590, 902, 192, 167, 657, 990, 921, 24, 922, 946, 909, 510, 150, 520]
[79, 22, 63, 92, 3, 56, 49, 3, 65, 25, 30, 2, 42, 20, 31]
[336, 165, 278, 357, 822, 581, 321, 684, 343, 516, 751, 318, 340, 246, 466]
[31, 99, 96, 53, 89, 88, 32, 20, 31, 77, 65, 22, 24, 60, 8]
[770, 323, 418, 763, 419, 476, 332, 986, 229, 198, 281, 730, 354, 327, 280]
[27, 16, 94, 44, 91, 74, 67, 39, 60, 90, 80, 71, 92, 58, 45]
[884, 62, 790, 0, 507, 758, 989, 286, 355, 879, 529, 108, 537, 372, 568]
[25, 95, 42, 74, 17, 39, 42, 43, 69, 78, 28, 98, 0, 41, 32]
[409, 504, 873, 240, 439, 115, 157, 386, 556, 642, 46, 214, 279, 334, 995]
[19, 40, 25, 41, 90, 59, 14, 13, 0, 58, 67, 7, 52, 11, 89]
[202, 917, 37, 380, 382, 754, 691, 751, 357, 48, 572, 23, 227, 937, 592]
[61, 30, 21, 14, 73, 39, 16, 23, 0, 31, 98, 85, 45, 60, 74]
[247, 317, 881, 307, 438, 266, 766, 520, 967, 314, 745, 422, 826, 323, 705]
[95, 50, 49, 45, 44, 86, 17, 82, 1, 20, 60, 51, 21, 55, 58]
[94, 460, 637, 59, 932, 706, 399, 137, 441, 651, 720, 302, 154, 804, 740]
[33, 58, 2, 0, 92, 32, 32, 95, 89, 13, 42, 50, 46, 28, 72]
[888, 213, 361, 212, 236, 943, 477, 274, 468, 13, 356, 324, 345, 490, 131]
[57, 7, 0, 72, 30, 84, 92, 75, 75, 49, 87, 97, 33, 22, 46]
[396, 957, 498, 475, 206, 443, 705, 997, 582, 735, 977, 434, 711, 958, 70]
[11, 49, 84, 96, 15, 1, 57, 82, 78, 85, 53, 11, 61, 56, 89]
[350, 39, 672, 960, 10, 576, 346, 736, 225, 741, 991, 914, 731, 815, 481]
[9, 56, 38, 18, 99, 81, 66, 28, 14, 5, 57, 17, 53, 89, 6]
[842, 363, 220, 524, 841, 446, 64, 890, 20, 312, 784, 774, 140, 679, 903]
[43, 68, 58, 49, 2, 48, 25, 34, 43, 3, 99, 5, 11, 41, 46]
[387, 203, 569, 649, 343, 478, 671, 339, 996, 887, 826, 350, 673, 925, 429]
[51, 6, 52, 11, 28, 77, 4, 84, 12, 94, 59, 42, 57, 81, 48]
[891, 389, 351, 998, 357, 725, 963, 10, 988, 816, 286, 602, 448, 96, 514]
[30, 78, 42, 28, 11, 69, 22, 36, 95, 59, 49, 16, 24, 28, 12]
[164, 839, 247, 336, 216, 167, 948, 274, 959, 169, 56, 505, 336, 202, 539]
[72, 55, 21, 62, 88, 78, 0, 11, 57, 42, 31, 2, 71, 98, 69]
[222, 429, 506, 50, 508, 535, 577, 53, 376, 850, 465, 689, 238, 265, 276]
[30, 47, 12, 24, 4, 62, 89, 64, 28, 63, 75, 63, 23, 64, 19]
[914, 996, 987, 651, 801, 238, 821, 263, 238, 650, 43, 784, 716, 982, 434]
[94, 65, 72, 12, 11, 21, 26, 29, 68, 96, 33, 11, 59, 1, 37]
[794, 91, 927, 331, 78, 658, 443, 805, 543, 924, 58, 577, 248, 387, 506]
[16, 23, 26, 59, 14, 98, 59, 77, 98, 58, 74, 36, 2, 47, 35]
[406, 599, 917, 515, 891, 765, 55, 601, 599, 241, 498, 999, 389, 476, 598]
[83, 65, 48, 67, 6, 96, 51, 69, 95, 5, 78, 29, 74, 29, 62]
[278, 364, 117, 417, 851, 403, 382, 590, 445, 977, 386, 269, 288, 230, 70]
[79, 38, 14, 64, 51, 42, 43, 26, 32, 2, 32, 49, 35, 4, 67]
[202, 847, 854, 896, 347, 313, 495, 920, 264, 788, 398, 739, 321, 245, 532]
[86, 72, 23, 31, 20, 13, 30, 56, 84, 76, 75, 79, 16, 18, 68]
[13, 685, 723, 782, 516, 50, 277, 431, 721, 456, 283, 412, 24, 483, 693]
[1, 31, 28, 35, 73, 45, 90, 24, 55, 81, 52, 83, 20, 22, 51]
[20, 123, 850, 341, 23, 133, 100, 346, 693, 242, 260, 832, 76, 69, 568]
[4, 54, 48, 15, 55, 7, 88, 31, 61, 14, 20, 23, 73, 81, 29]
[339, 171, 116, 608, 572, 481, 974, 741, 988, 749, 934, 122, 697, 707, 650]
[15, 59, 29, 13, 19, 34, 31, 39, 57, 54, 78, 96, 17, 59, 52]
[881, 365, 943, 566, 871, 982, 240, 108, 837, 816, 100, 722, 435, 250, 983]
[85, 48, 85, 21, 16, 41, 6, 66, 29, 30, 65, 4, 27, 17, 18]
[338, 784, 959, 318, 477, 797, 806, 770, 704, 914, 305, 350, 793, 543, 886]
[79, 73, 46, 48, 49, 85, 26, 9, 42, 89, 87, 38, 70, 91, 79]
[63, 550, 8, 729, 371, 216, 726, 137, 971, 327, 947, 984, 641, 892, 982]
[76, 26, 43, 41, 80, 75, 32, 32, 57, 82, 81, 46, 20, 21, 12]
[652, 789, 806, 316, 882, 248, 373, 686, 990, 930, 352, 755, 831, 10, 696]
[52, 32, 99, 70, 54, 66, 31, 27, 0, 87, 73, 69, 43, 44, 54]
[282, 979, 154, 897, 873, 332, 721, 675, 21, 286, 86, 395, 912, 401, 559]
[87, 29, 6, 4, 4, 5, 2, 76, 36, 90, 65, 2, 30, 99, 0]
[993, 896, 757, 915, 143, 22, 390, 905, 925, 521, 245, 565, 70, 687, 244]
[30, 29, 57, 48, 61, 8, 73, 32, 91, 45, 50, 72, 73, 82, 57]
[978, 449, 276, 52, 820, 763, 129, 791, 126, 982, 460, 405, 421, 454, 137]
[63, 35, 42, 67, 34, 11, 22, 24, 61, 56, 8, 22, 2, 16, 36]
[144, 742, 143, 382, 71, 318, 669, 280, 930, 931, 114, 735, 77, 277, 215]
[76, 60, 36, 40, 64, 18, 13, 67, 3, 25, 44, 72, 72, 41, 94]
[315, 363, 256, 912, 215, 922, 216, 874, 62, 951, 826, 432, 358, 497, 698]
[39, 8, 80, 16, 70, 40, 93, 39, 23, 48, 4, 42, 81, 63, 33]
[91, 925, 987, 693, 803, 757, 741, 573, 563, 359, 742, 2, 603, 476, 512]
[68, 50, 58, 59, 34, 46, 21, 68, 39, 28, 85, 5, 79, 39, 50]
[443, 102, 481, 307, 3, 258, 946, 274, 944, 303, 89, 826, 852, 583, 573]
[82, 92, 43, 49, 13, 91, 50, 3, 46, 82, 96, 29, 16, 3, 60]
[504, 368, 513, 792, 266, 804, 512, 286, 623, 494, 9, 486, 368, 137, 904]
[45, 48, 89, 49, 66, 12, 79, 81, 74, 76, 60, 22, 9, 35, 82]
[878, 669, 741, 118, 62, 422, 319, 903, 793, 936, 371, 106, 477, 402, 553]
[2, 51, 87, 85, 51, 87, 67, 29, 59, 28, 47, 91, 66, 71, 67]
[224, 598, 98, 646, 965, 762, 494, 754, 803, 406, 700, 850, 108, 117, 767]
[64, 58, 9, 76, 97, 96, 46, 61, 22, 60, 53, 76, 55, 28, 4]
[435, 519, 629, 147, 658, 122, 44, 345, 500, 824, 38, 837, 580, 531, 821]
[68, 90, 6, 48, 4, 90, 94, 13, 57, 61, 96, 30, 85, 37, 63]
[651, 474, 454, 220, 299, 80, 54, 958, 459, 822, 234, 861, 381, 494, 844]
[79, 29, 26, 56, 90, 25, 73, 63, 35, 82, 88, 94, 93, 28, 31]
[594, 148, 687, 816, 684, 30, 867, 789, 56, 970, 89, 559, 501, 171, 472]
[85, 11, 82, 33, 80, 96, 20, 21, 23, 32, 29, 0, 55, 49, 6]
[664, 261, 684, 490, 315, 238, 685, 655, 65, 571, 725, 379, 898, 727, 809]
[7, 32, 69, 7, 68, 31, 42, 29, 87, 73, 92, 87, 63, 91, 2]
[930, 155, 382, 306, 476, 117, 681, 129, 11, 540, 51, 51, 774, 216, 396]
[28, 24, 9, 16, 89, 82, 15, 12, 23, 32, 31, 8, 68, 9, 92]
[454, 426, 570, 36, 915, 52, 385, 69, 651, 478, 921, 490, 292, 670, 114]
[40, 76, 8, 31, 2, 13, 64, 98, 32, 39, 69, 37, 90, 18, 41]
[935, 410, 979, 317, 635, 149, 227, 180, 717, 281, 825, 47, 901, 82, 466]
[36, 6, 71, 22, 68, 40, 24, 19, 73, 81, 26, 12, 60, 16, 31]
[318, 993, 617, 478, 316, 965, 680, 827, 269, 766, 830, 688, 450, 288, 67]
[99, 85, 97, 13, 47, 74, 28, 71, 81, 58, 75, 95, 16, 16, 0]
[309, 589, 296, 260, 912, 793, 854, 976, 679, 515, 171, 876, 215, 677, 109]
[93, 61, 78, 95, 32, 18, 20, 28, 71, 1, 8, 27, 65, 83, 84]
[91, 36, 413, 259, 424, 797, 18, 194, 736, 224, 384, 719, 709, 888, 703]
[77, 24, 0, 19, 92, 89, 30, 49, 67, 9, 96, 87, 69, 31, 16]
[660, 630, 470, 265, 553, 630, 256, 259, 889, 452, 48, 722, 517, 726, 210]
[51, 92, 68, 64, 22, 49, 22, 32, 58, 29, 61, 37, 81, 56, 93]
[298, 850, 800, 650, 183, 137, 53, 379, 102, 627, 670, 158, 893, 749, 778]
[30, 28, 14, 88, 39, 75, 21, 60, 21, 22, 52, 89, 93, 13, 5]
[455, 550, 76, 732, 120, 254, 45, 473, 722, 74, 863, 521, 654, 414, 370]
[55, 13, 88, 77, 78, 2, 85, 24, 85, 28, 23, 19, 99, 94, 52]
[493, 321, 485, 781, 581, 992, 438, 216, 817, 483, 577, 892, 555, 870, 217]
[63, 58, 15, 66, 66, 86, 60, 39, 37, 66, 86, 22, 63, 66, 56]
[92, 776, 668, 719, 315, 688, 428, 299, 36, 700, 907, 722, 502, 83, 951]
[43, 2, 38, 42, 72, 77, 40, 71, 18, 87, 88, 51, 64, 99, 24]
[114, 559, 696, 881, 38, 695, 280, 142, 411, 75, 248, 28, 229, 165, 270]
[84, 9, 75, 53, 35, 58, 36, 5, 98, 34, 98, 80, 10, 25, 55]
[591, 805, 81, 154, 320, 419, 160, 593, 236, 110, 278, 55, 27, 271, 364]
[10, 8, 19, 94, 65, 31, 91, 58, 6, 10, 39, 38, 18, 74, 10]
[957, 460, 622, 712, 840, 136, 627, 770, 449, 656, 787, 718, 791, 493, 570]
[59, 38, 45, 82, 36, 50, 66, 50, 76, 89, 69, 11, 71, 52, 16]
[881, 670, 350, 42, 652, 703, 437, 22, 529, 311, 129, 562, 179, 270, 596]
[89, 3, 49, 56, 68, 66, 14, 90, 73, 56, 21, 92, 48, 52, 32]
[810, 756, 642, 967, 8, 896, 423, 975, 78, 337, 615, 146, 518, 17, 703]
[0, 27, 28, 31, 56, 1, 87, 74, 57, 40, 50, 51, 54, 97, 68]
[351, 848, 335, 782, 888, 715, 428, 534, 963, 345, 908, 235, 30, 847, 716]
[41, 64, 5, 63, 44, 21, 93, 6, 33, 56, 20, 56, 57, 88, 66]
[188, 115, 364, 933, 335, 302, 963, 298, 744, 176, 399, 608, 960, 39, 430]
[12, 74, 80, 42, 22, 25, 43, 33, 76, 77, 29, 57, 34, 80, 53]
[339, 223, 618, 807, 829, 540, 693, 289, 829, 197, 595, 562, 946, 571, 598]
