[9, 23, 14, 91, 87, 87, 34, 1, 62, 61, 65, 75, 17, 55, 87, 65, 76, 50, 70, 37]
[894, 295, 868, 318, 408, 1, 290, 912, 669, 967, 463, 733, 18, 632, 942, 341, 193, 540, 523, 768]
[43, 91, 76, 19, 45, 57, 86, 31, 54, 24, 62, 72, 18, 4, 25, 33, 73, 79, 52, 5]
[693, 523, 376, 714, 882, 43, 539, 827, 917, 349, 858, 724, 330, 997, 854, 283, 672, 600, 35, 702]
[47, 52, 18, 41, 80, 67, 43, 50, 5, 43, 58, 58, 78, 95, 37, 51, 17, 63, 11, 33]
[48, 706, 982, 939, 634, 399, 464, 348, 35, 778, 736, 401, 108, 323, 824, 574, 608, 441, 936, 679]
[35, 27, 34, 63, 75, 22, 94, 94, 39, 84, 10, 5, 65, 87, 28, 40, 18, 47, 60, 73]
[371, 746, 838, 90, 689, 809, 229, 126, 939, 356, 547, 819, 961, 630, 808, 244, 506, 379, 88, 746]
[98, 81, 96, 23, 74, 76, 80, 17, 8, 30, 36, 55, 86, 39, 38, 5, 54, 60, 57, 46]
[715, 614, 601, 652, 176, 738, 335, 205, 250, 140, 940, 117, 208, 47, 82, 339, 503, 924, 210, 580]
[93, 61, 79, 50, 28, 93, 68, 3, 29, 19, 93, 84, 62, 18, 44, 70, 23, 70, 29, 8]
[67, 928, 235, 400, 349, 599, 230, 533, 39, 976, 871, 26, 432, 981, 901, 329, 376, 184, 875, 29]
[95, 36, 17, 52, 3, 93, 80, 91, 39, 88, 33, 11, 93, 97, 85, 69, 34, 85, 81, 0]
[470, 235, 898, 933, 875, 255, 757, 150, 580, 242, 382, 739, 784, 90, 577, 785, 443, 486, 882, 623]
[12, 0, 6, 62, 10, 1, 74, 51, 55, 46, 51, 68, 53, 34, 68, 23, 10, 5, 92, 24]
[982, 525, 789, 781, 940, 386, 569, 159, 979, 633, 531, 544, 865, 226, 271, 505, 255, 172, 619, 924]
[78, 21, 59, 54, 48, 55, 80, 28, 3, 73, 5, 23, 43, 45, 35, 55, 58, 63, 24, 63]
[192, 194, 654, 113, 796, 700, 557, 137, 224, 673, 988, 368, 731, 507, 698, 401, 305, 196, 236, 866]
[58, 94, 86, 85, 26, 53, 65, 13, 38, 10, 54, 55, 68, 21, 45, 86, 95, 78, 47, 79]
[809, 932, 569, 232, 206, 884, 723, 982, 333, 169, 613, 358, 712, 103, 62, 106, 592, 560, 309, 139]
[6, 80, 44, 2, 97, 31, 63, 53, 38, 59, 88, 4, 43, 82, 22, 29, 68, 47, 90, 88]
[620, 750, 302, 38, 51, 902, 705, 651, 942, 664, 732, 596, 397, 320, 777, 813, 741, 534, 335, 467]
[56, 81, 53, 41, 81, 63, 41, 4, 56, 38, 37, 11, 95, 72, 97, 45, 25, 36, 86, 47]
[241, 493, 284, 525, 397, 723, 731, 495, 466, 522, 348, 700, 338, 231, 95, 928, 798, 948, 371, 392]
[13, 12, 61, 6, 95, 9, 28, 28, 49, 28, 88, 28, 51, 22, 99, 38, 49, 68, 32, 7]
[568, 77, 658, 233, 987, 566, 257, 336, 560, 913, 281, 536, 206, 426, 330, 482, 93, 325, 754, 700]
[75, 53, 1, 4, 60, 0, 49, 11, 85, 2, 9, 9, 94, 70, 37, 7, 54, 10, 55, 83]
[523, 884, 789, 31, 106, 9, 6, 542, 663, 155, 664, 238, 294, 604, 966, 149, 828, 210, 932, 895]
[70, 30, 0, 3, 44, 48, 76, 21, 96, 80, 14, 84, 90, 53, 9, 87, 56, 15, 19, 38]
[242, 426, 152, 623, 474, 813, 476, 490, 520, 37, 514, 229, 692, 579, 457, 256, 825, 792, 903, 967]
[99, 38, 72, 45, 66, 20, 7, 11, 25, 88, 53, 34, 69, 56, 1, 35, 48, 93, 30, 50]
[921, 387, 113, 768, 787, 381, 33, 147, 899, 649, 468, 439, 989, 725, 333, 396, 597, 644, 63, 354]
[16, 57, 51, 75, 99, 24, 61, 17, 7, 25, 47, 63, 13, 92, 32, 72, 57, 18, 98, 42]
[822, 992, 815, 205, 748, 591, 800, 844, 548, 499, 839, 677, 437, 913, 402, 598, 831, 884, 971, 318]
[66, 57, 65, 88, 72, 34, 82, 71, 76, 0, 99, 65, 94, 83, 80, 32, 91, 46, 77, 24]
[350, 254, 753, 657, 833, 364, 555, 484, 50, 955, 902, 981, 888, 860, 8, 238, 197, 1, 660, 555]
[48, 79, 68, 43, 58, 50, 93, 33, 88, 34, 71, 63, 56, 36, 19, 1, 90, 39, 57, 88]
[45, 344, 460, 345, 837, 903, 959, 524, 267, 674, 400, 915, 342, 653, 650, 968, 76, 76, 988, 385]
[30, 85, 52, 5, 61, 29, 64, 82, 46, 43, 14, 28, 98, 80, 6, 96, 68, 69, 71, 36]
[419, 239, 696, 646, 225, 384, 83, 368, 192, 61, 612, 41, 835, 846, 327, 155, 290, 522, 153, 221]
[71, 61, 71, 24, 56, 15, 40, 63, 80, 75, 34, 94, 71, 71, 22, 64, 52, 64, 58, 13]
[500, 657, 977, 701, 899, 357, 19, 93, 584, 509, 518, 575, 639, 446, 446, 448, 458, 453, 830, 242]
[48, 2, 11, 81, 55, 23, 63, 3, 22, 98, 78, 90, 14, 40, 79, 78, 17, 29, 76, 22]
[14, 439, 734, 628, 483, 525, 817, 893, 669, 535, 273, 474, 739, 450, 450, 891, 915, 368, 507, 412]
[3, 87, 36, 69, 67, 88, 5, 34, 91, 39, 98, 23, 75, 86, 60, 27, 1, 88, 70, 83]
[775, 666, 152, 85, 41, 492, 268, 479, 447, 245, 589, 623, 100, 115, 271, 147, 709, 276, 162, 81]
[38, 61, 87, 64, 48, 72, 14, 66, 89, 4, 86, 82, 3, 78, 52, 12, 38, 26, 68, 19]
[527, 510, 435, 753, 625, 362, 970, 693, 376, 319, 249, 798, 303, 713, 321, 245, 932, 946, 552, 89]
[99, 76, 42, 32, 97, 68, 85, 4, 32, 41, 58, 43, 62, 60, 62, 51, 46, 95, 77, 50]
[487, 568, 896, 151, 56, 824, 151, 518, 748, 990, 600, 558, 938, 680, 257, 733, 740, 59, 468, 143]
[8, 36, 69, 50, 91, 1, 68, 75, 24, 81, 89, 2, 50, 42, 54, 80, 25, 73, 2, 52]
[960, 108, 44, 728, 262, 514, 660, 779, 800, 529, 739, 227, 733, 196, 319, 775, 223, 250, 453, 514]
[74, 20, 41, 58, 8, 20, 65, 6, 15, 62, 27, 92, 43, 98, 91, 66, 63, 12, 35, 93]
[384, 548, 517, 528, 273, 960, 85, 500, 836, 383, 430, 12, 12, 958, 738, 63, 956, 283, 73, 722]
[11, 29, 57, 93, 34, 24, 77, 31, 72, 69, 57, 75, 72, 89, 43, 2, 24, 26, 13, 54]
[468, 986, 725, 854, 22, 506, 807, 875, 656, 946, 753, 699, 715, 643, 622, 192, 703, 643, 827, 521]
[77, 43, 91, 38, 86, 83, 61, 94, 14, 91, 70, 65, 82, 66, 48, 47, 46, 62, 90, 50]
[998, 293, 696, 962, 814, 627, 848, 836, 724, 718, 897, 405, 758, 238, 805, 404, 539, 489, 814, 903]
[71, 23, 81, 14, 10, 95, 88, 11, 3, 50, 20, 8, 44, 45, 0, 48, 46, 60, 71, 99]
[944, 815, 559, 867, 15, 159, 272, 777, 525, 87, 436, 872, 701, 705, 394, 812, 480, 436, 961, 695]
[66, 70, 2, 86, 62, 22, 24, 75, 12, 45, 69, 40, 40, 58, 59, 70, 10, 22, 69, 7]
[461, 895, 335, 916, 119, 276, 424, 437, 683, 443, 213, 476, 84, 6, 479, 143, 193, 547, 1, 894]
[18, 55, 97, 25, 91, 9, 40, 48, 83, 71, 61, 33, 17, 82, 28, 8, 41, 89, 69, 42]
[400, 294, 862, 450, 84, 24, 556, 943, 239, 571, 613, 300, 587, 167, 477, 992, 75, 866, 791, 233]
[63, 96, 75, 56, 19, 55, 69, 51, 15, 58, 69, 3, 58, 44, 38, 75, 47, 85, 17, 29]
[332, 846, 401, 29, 732, 564, 588, 626, 734, 330, 160, 757, 185, 25, 357, 49, 922, 367, 62, 876]
[26, 57, 16, 9, 47, 56, 55, 97, 4, 18, 24, 61, 11, 20, 31, 71, 89, 45, 61, 3]
[720, 578, 779, 0, 130, 682, 150, 805, 418, 682, 819, 970, 961, 725, 267, 655, 321, 272, 418, 431]
[40, 38, 78, 75, 37, 7, 88, 77, 90, 80, 28, 84, 54, 13, 92, 68, 53, 85, 21, 19]
[569, 303, 429, 167, 291, 396, 700, 363, 101, 656, 731, 105, 738, 794, 361, 75, 422, 49, 301, 770]
[77, 87, 26, 39, 46, 31, 41, 3, 69, 1, 81, 94, 67, 44, 15, 26, 62, 55, 62, 10]
[207, 65, 533, 727, 119, 436, 131, 922, 115, 194, 915, 947, 107, 84, 698, 879, 243, 612, 967, 963]
[73, 23, 71, 0, 64, 6, 49, 82, 92, 90, 78, 62, 33, 66, 40, 26, 77, 34, 12, 50]
[890, 728, 513, 438, 653, 474, 241, 659, 826, 593, 526, 614, 848, 941, 307, 816, 903, 395, 41, 160]
[17, 9, 57, 5, 20, 90, 24, 28, 5, 80, 6, 86, 1, 52, 54, 21, 67, 97, 68, 77]
[30, 389, 719, 597, 769, 738, 718, 346, 544, 182, 547, 514, 203, 275, 507, 970, 405, 328, 74, 786]
[66, 70, 24, 54, 5, 43, 5, 21, 32, 95, 14, 1, 94, 14, 78, 39, 98, 66, 13, 90]
[640, 801, 839, 740, 538, 882, 288, 235, 200, 76, 17, 223, 437, 783, 56, 484, 229, 488, 770, 529]
[58, 83, 44, 41, 2, 39, 71, 88, 30, 69, 67, 52, 67, 85, 80, 16, 52, 5, 12, 17]
[742, 307, 506, 723, 956, 831, 274, 308, 711, 238, 347, 70, 146, 189, 131, 664, 361, 301, 944, 908]
[67, 49, 5, 12, 1, 50, 30, 23, 14, 29, 42, 36, 96, 95, 7, 81, 60, 72, 10, 0]
[957, 835, 309, 520, 632, 735, 784, 670, 451, 97, 628, 284, 440, 830, 347, 106, 561, 704, 946, 431]
[30, 52, 55, 64, 79, 79, 11, 25, 24, 98, 21, 60, 17, 59, 76, 95, 43, 93, 98, 76]
[162, 621, 207, 882, 188, 320, 723, 380, 678, 682, 967, 322, 851, 720, 342, 540, 276, 758, 390, 486]
[71, 70, 73, 37, 79, 10, 6, 21, 62, 43, 25, 10, 46, 60, 21, 34, 50, 85, 90, 97]
[853, 772, 989, 444, 350, 804, 174, 847, 735, 384, 961, 103, 256, 555, 507, 260, 58, 28, 235, 9]
[70, 72, 98, 98, 43, 77, 88, 72, 36, 65, 56, 60, 51, 33, 50, 99, 16, 52, 45, 88]
[722, 123, 153, 60, 945, 689, 52, 48, 793, 705, 803, 641, 775, 68, 383, 215, 512, 11, 130, 83]
[77, 65, 1, 65, 15, 34, 60, 7, 35, 85, 43, 79, 12, 73, 79, 57, 10, 26, 66, 12]
[414, 482, 552, 827, 838, 280, 391, 908, 21, 542, 263, 38, 432, 10, 986, 4, 405, 434, 850, 111]
[34, 68, 56, 41, 82, 64, 94, 47, 94, 76, 44, 6, 41, 56, 47, 81, 92, 23, 72, 24]
[369, 406, 311, 81, 596, 452, 528, 723, 304, 235, 911, 366, 346, 10, 738, 808, 777, 702, 919, 948]
[1, 52, 30, 29, 3, 54, 49, 10, 70, 96, 58, 56, 46, 46, 84, 23, 8, 56, 5, 82]
[653, 849, 33, 89, 78, 663, 682, 251, 417, 395, 277, 607, 944, 367, 210, 663, 968, 410, 335, 194]
[40, 96, 61, 92, 47, 47, 71, 99, 98, 98, 72, 63, 55, 91, 48, 85, 35, 68, 15, 36]
[607, 249, 665, 848, 451, 547, 152, 280, 201, 413, 833, 606, 770, 108, 907, 829, 526, 657, 66, 821]
[83, 91, 69, 51, 73, 27, 99, 18, 8, 25, 80, 44, 20, 8, 88, 14, 81, 4, 90, 61]
[417, 256, 224, 487, 166, 798, 6, 494, 432, 416, 197, 962, 93, 307, 409, 725, 139, 83, 554, 621]
[15, 7, 22, 16, 83, 39, 86, 98, 17, 73, 41, 55, 51, 85, 40, 54, 50, 84, 17, 62]
[818, 498, 842, 753, 20, 119, 246, 112, 346, 966, 323, 678, 281, 695, 165, 694, 650, 417, 338, 657]
[79, 85, 93, 51, 21, 4, 16, 57, 54, 55, 77, 53, 5, 74, 17, 40, 79, 82, 37, 80]
[885, 317, 247, 483, 67, 287, 158, 416, 585, 434, 76, 700, 440, 265, 538, 970, 359, 382, 975, 461]
[78, 37, 77, 81, 57, 60, 29, 59, 17, 49, 5, 60, 49, 75, 15, 79, 57, 62, 70, 98]
[153, 657, 376, 566, 418, 166, 820, 838, 272, 199, 271, 196, 969, 336, 17, 987, 490, 897, 886, 433]
[31, 48, 17, 45, 34, 62, 15, 49, 92, 36, 77, 18, 97, 50, 48, 79, 4, 19, 81, 44]
[86, 892, 119, 512, 281, 41, 972, 444, 36, 715, 671, 536, 156, 880, 646, 221, 17, 136, 644, 810]
[5, 8, 18, 79, 7, 15, 39, 9, 28, 84, 47, 19, 92, 14, 27, 55, 94, 54, 32, 97]
[696, 458, 166, 673, 916, 430, 792, 266, 7, 266, 607, 880, 619, 197, 892, 144, 434, 636, 802, 901]
[54, 14, 58, 75, 96, 86, 3, 59, 75, 76, 13, 75, 98, 59, 84, 11, 74, 2, 13, 13]
[155, 999, 248, 527, 576, 551, 966, 803, 817, 740, 942, 26, 67, 744, 428, 672, 769, 690, 72, 18]
[24, 41, 2, 26, 3, 65, 66, 12, 39, 49, 66, 72, 3, 52, 57, 98, 44, 33, 59, 18]
[624, 596, 576, 301, 393, 673, 975, 542, 964, 636, 612, 754, 792, 650, 238, 174, 649, 548, 307, 541]
[27, 8, 15, 98, 95, 9, 8, 7, 66, 85, 19, 72, 82, 89, 89, 98, 37, 51, 99, 81]
[867, 913, 513, 934, 797, 413, 77, 977, 381, 851, 72, 289, 400, 475, 394, 33, 445, 942, 967, 610]
[70, 93, 98, 50, 95, 89, 49, 7, 98, 10, 17, 89, 61, 35, 70, 54, 72, 3, 91, 93]
[86, 332, 121, 696, 508, 136, 116, 787, 968, 925, 675, 786, 82, 788, 778, 290, 321, 387, 198, 47]
[24, 42, 49, 67, 30, 2, 14, 43, 37, 55, 37, 30, 43, 79, 25, 48, 97, 17, 38, 53]
[247, 199, 775, 263, 325, 600, 750, 127, 472, 275, 996, 271, 467, 668, 725, 922, 728, 449, 629, 671]
[29, 3, 41, 59, 33, 56, 98, 42, 59, 71, 94, 22, 7, 37, 46, 28, 82, 91, 16, 53]
[999, 749, 126, 552, 843, 108, 510, 901, 77, 665, 866, 882, 416, 671, 820, 978, 434, 290, 129, 139]
[68, 33, 67, 35, 11, 13, 53, 37, 93, 34, 33, 7, 13, 21, 45, 33, 69, 44, 53, 83]
[642, 253, 551, 446, 799, 30, 506, 934, 275, 571, 943, 605, 119, 578, 592, 692, 187, 822, 514, 984]
[4, 30, 70, 78, 16, 66, 31, 89, 24, 89, 5, 78, 58, 75, 11, 15, 88, 31, 13, 66]
[373, 957, 994, 459, 211, 959, 11, 980, 954, 500, 137, 851, 693, 962, 474, 146, 732, 813, 666, 536]
[79, 6, 25, 51, 86, 33, 61, 54, 47, 70, 10, 62, 35, 29, 78, 83, 17, 46, 52, 4]
[16, 16, 931, 747, 192, 877, 812, 270, 107, 989, 518, 41, 553, 102, 936, 470, 916, 698, 444, 612]
[10, 18, 86, 93, 81, 15, 75, 65, 40, 25, 97, 34, 18, 45, 34, 77, 16, 82, 56, 45]
[435, 448, 201, 576, 311, 325, 922, 326, 766, 260, 518, 209, 339, 372, 501, 94, 585, 178, 415, 252]
[88, 65, 96, 73, 91, 32, 9, 85, 41, 62, 77, 52, 65, 18, 29, 77, 54, 54, 23, 41]
[905, 959, 400, 902, 175, 421, 13, 894, 934, 331, 910, 142, 774, 9, 889, 976, 195, 640, 511, 282]
[37, 62, 78, 63, 51, 61, 27, 38, 59, 11, 77, 14, 87, 41, 93, 18, 87, 28, 26, 73]
[254, 558, 664, 75, 112, 631, 350, 917, 363, 195, 111, 578, 727, 803, 157, 607, 268, 991, 158, 670]
[69, 62, 95, 54, 33, 79, 61, 50, 13, 9, 74, 3, 67, 12, 55, 59, 98, 34, 34, 37]
[658, 480, 440, 863, 852, 744, 772, 260, 296, 347, 781, 553, 866, 845, 731, 13, 248, 635, 669, 512]
[48, 24, 13, 92, 58, 9, 53, 14, 54, 49, 57, 25, 67, 51, 36, 21, 50, 53, 87, 70]
[845, 800, 141, 773, 44, 665, 2, 799, 676, 417, 747, 798, 675, 314, 796, 70, 301, 267, 160, 330]
[42, 26, 73, 16, 99, 57, 45, 24, 63, 23, 75, 78, 59, 76, 60, 23, 40, 19, 88, 81]
[33, 81, 79, 806, 841, 26, 306, 952, 962, 476, 57, 847, 522, 620, 604, 286, 51, 926, 711, 906]
[83, 24, 62, 21, 39, 34, 75, 71, 58, 35, 14, 14, 2, 94, 88, 61, 89, 94, 72, 97]
[665, 221, 12, 221, 290, 388, 857, 233, 617, 528, 504, 944, 379, 389, 796, 188, 824, 480, 223, 465]
[83, 41, 19, 20, 30, 22, 32, 14, 82, 38, 98, 99, 71, 73, 16, 63, 72, 26, 56, 50]
[968, 42, 45, 856, 227, 437, 713, 49, 160, 632, 673, 762, 994, 754, 443, 66, 395, 244, 743, 402]
[82, 41, 90, 50, 71, 49, 0, 5, 51, 15, 59, 3, 70, 92, 64, 23, 38, 62, 66, 13]
[352, 544, 438, 387, 813, 669, 695, 877, 108, 681, 751, 15, 855, 616, 905, 467, 894, 196, 535, 743]
[25, 89, 72, 41, 44, 25, 97, 54, 92, 1, 88, 69, 90, 35, 52, 54, 75, 89, 3, 44]
[610, 149, 528, 408, 853, 185, 352, 601, 806, 47, 60, 671, 970, 628, 513, 604, 64, 802, 33, 638]
[24, 1, 14, 98, 85, 40, 64, 44, 69, 88, 45, 14, 60, 38, 17, 51, 31, 95, 72, 85]
[658, 29, 539, 508, 596, 95, 920, 459, 974, 575, 770, 273, 596, 230, 43, 296, 274, 991, 939, 890]
[23, 37, 84, 44, 37, 17, 17, 26, 9, 12, 61, 6, 61, 73, 2, 8, 40, 66, 31, 16]
[452, 99, 278, 470, 979, 460, 12, 478, 346, 137, 820, 301, 491, 185, 646, 473, 501, 231, 287, 250]
[79, 58, 20, 43, 3, 41, 57, 94, 43, 98, 60, 84, 70, 26, 62, 58, 26, 22, 30, 75]
[583, 108, 322, 326, 880, 565, 410, 900, 836, 692, 179, 369, 898, 778, 244, 72, 387, 419, 761, 1]
[44, 16, 31, 21, 42, 12, 65, 86, 94, 65, 43, 62, 42, 85, 38, 20, 4, 93, 71, 24]
[475, 748, 133, 279, 100, 1, 302, 900, 415, 319, 50, 688, 49, 459, 280, 516, 992, 940, 359, 571]
[50, 40, 53, 70, 6, 18, 71, 35, 66, 43, 76, 26, 95, 57, 99, 51, 22, 28, 65, 52]
[590, 517, 468, 679, 467, 706, 843, 231, 144, 39, 144, 968, 85, 567, 116, 996, 140, 394, 263, 555]
[43, 92, 91, 3, 13, 91, 76, 68, 3, 41, 63, 86, 5, 12, 8, 61, 59, 99, 73, 55]
[248, 439, 547, 848, 451, 554, 55, 18, 942, 25, 403, 210, 774, 256, 552, 196, 328, 14, 366, 721]
